"actor_1_facebook_likes","actor_2_facebook_likes","actor_3_facebook_likes","director_facebook_likes","duration","budget","imdb_score","title_year","facenumber_in_poster","movie_facebook_likes","cast_total_facebook_likes","num_critic_for_reviews"
788,423,345,65,127,2.5e+07,7.3,2016,1,0,2104,72
1000,623,522,92,140,4.8e+07,2.7,1981,1,115,2704,10
924,664,628,32,91,4.5e+07,4.8,1994,2,0,3244,35
14000,935,558,118,98,4.5e+07,6.3,2012,0,63000,16410,358
807,780,750,119,84,4.8e+07,5.5,2003,7,0,3629,151
545,337,213,80,109,4.5e+07,6.2,2000,1,0,1574,140
14000,3000,311,40,93,4.5e+07,5.8,2008,0,0,17925,201
11000,1000,995,0,113,4e+07,5.7,2004,2,1000,15362,77
18000,8000,956,79,141,4.5e+07,6.5,1993,0,0,30063,43
821,577,551,541,119,4.5e+07,6.7,1994,3,1000,4043,39
11000,2000,760,0,97,4.5e+07,7.4,2007,1,22000,14868,207
11000,530,308,176,117,4.5e+07,6.9,1992,1,0,12757,47
3000,949,586,126,101,6e+07,5.5,2005,0,0,6292,132
20000,15000,1000,777,153,4.6e+07,8.1,2013,2,86000,37321,454
18000,881,854,845,122,4.5e+07,7.7,2001,2,0,22370,109
25000,724,436,23,102,4.5e+07,7.3,1999,3,19000,26998,213
1000,422,179,322,83,4.5e+07,5.2,2001,7,0,1645,127
970,91,84,33,103,4.5e+07,7.1,2011,3,26000,1336,398
886,650,595,45,110,4.5e+07,7.1,1998,1,0,3174,184
17000,807,730,49,136,3e+07,7.2,2005,0,0,20299,127
521,108,67,50,91,4.5e+07,6.5,2002,0,0,758,167
2000,902,514,49,89,4.5e+07,4.6,1997,0,0,3717,119
811,625,560,18,107,4.5e+07,5.6,2000,5,0,3106,155
14000,14000,548,628,129,4.5e+07,7.7,2003,9,52000,28886,218
18000,1000,1000,487,95,1.2e+08,7.2,1998,0,0,24205,117
40000,1000,140,117,122,3.5e+07,6.8,2001,1,0,41636,208
13000,279,20,49,110,4.5e+07,5.4,1994,2,0,13331,38
982,843,808,41,135,4.5e+07,6.3,1996,0,1000,3648,48
6000,584,559,5,111,2500000,7.2,1968,0,0,7493,8
14000,8000,3000,58,95,4.5e+07,5.6,2005,1,743,27351,94
11000,2000,651,37,109,5e+07,6.8,2005,0,10000,14073,276
1000,641,631,38,93,2.6e+07,4.3,2004,1,531,4604,59
14000,706,443,85,94,4.5e+07,6.3,2007,1,0,16225,216
35000,11000,734,153,117,4e+07,6.5,2014,0,12000,49743,173
1000,976,501,61,112,4.5e+07,6.4,2006,1,0,3757,99
11000,894,132,161,111,4.5e+07,6.3,1994,1,0,12161,42
1000,845,563,0,96,4.5e+07,5.9,1995,1,0,2965,25
749,463,404,0,141,4.5e+07,6.5,2012,4,28000,1948,339
550,216,167,160,94,2.5e+07,6.5,2004,1,2000,1102,127
427,304,252,29,87,3.5e+07,6.1,2003,1,2000,1461,122
12000,11000,8000,8,88,5e+07,5.9,2006,1,593,33822,105
913,362,202,0,177,4e+07,6.6,1984,3,11000,2449,144
5000,117,107,278,133,4.5e+07,7.4,2007,0,14000,5405,156
29000,14000,10000,0,119,3.5e+07,7.3,2008,0,0,53895,323
13000,929,795,503,102,5.2e+07,6.6,2006,2,0,15053,199
14000,844,510,326,101,7e+07,5.6,2008,0,0,15990,164
2000,461,322,29,91,4.5e+07,5.3,1996,1,451,3855,39
905,484,451,11000,117,4.5e+07,6,1996,0,0,2348,43
1000,701,553,13,86,4.5e+07,5.4,2009,3,916,3423,82
723,44,19,0,124,4.5e+07,6.8,2001,0,0,793,150
11000,8000,2000,38,134,4.5e+07,6.4,2005,3,0,24351,168
409,107,20,38,95,3.5e+07,7.1,2012,0,46000,578,432
1000,642,579,23,100,4.5e+07,4.9,1996,0,0,3855,60
13000,861,820,0,220,5.7e+07,5.8,2000,2,652,15006,85
12000,5000,805,0,212,5e+07,7.1,1995,0,915,21130,83
854,766,501,2000,128,4.5e+07,7.2,2010,2,15000,2507,343
3000,1000,855,208,106,4.5e+07,6,1998,0,0,6558,106
23000,1000,826,0,160,4.5e+07,6,2008,0,0,26982,158
879,52,10,611,114,4.5e+07,7,2006,2,0,949,189
12000,68,61,15,99,4e+07,5.4,2008,1,0,12166,125
11000,1000,865,188,74,4e+07,6.5,2002,2,892,13917,87
267,202,50,179,139,4.5e+07,6.4,2007,0,0,538,115
849,623,269,170,103,4.5e+07,4.9,1997,2,68,2457,24
219,141,104,32,101,4.5e+07,6.3,2011,1,17000,661,152
719,611,500,11,91,6.5e+07,1.7,2012,0,0,3090,12
1000,660,650,0,130,44500000,7.7,2012,1,89000,3133,656
11000,1000,812,99,130,4.4e+07,7.8,1993,1,0,13357,119
18000,1000,789,72,110,4e+07,5.5,2010,1,0,21554,161
22000,11000,893,272,147,4.4e+07,7.5,1996,3,0,37076,73
13000,738,668,170,96,4.4e+07,6.4,1985,0,0,15662,96
23000,2000,643,13,118,4.4e+07,5.6,1996,1,353,26907,28
1000,48,40,3,88,2600000,7.5,1940,0,0,1178,105
12000,849,678,517,325,4.4e+07,6.8,1980,0,1000,14255,102
956,845,520,235,102,5e+07,6.8,2006,1,0,2998,206
11000,1000,287,118,110,4e+07,6,2015,2,11000,12876,159
670,370,225,835,136,4.3e+07,7.3,2000,1,0,1801,137
12000,10000,664,84,103,4.3e+07,6,2000,1,0,23864,116
11000,5000,5000,255,103,4.5e+07,7,2005,1,0,22383,177
44,28,16,16,90,4.3e+07,5.1,2002,3,0,132,99
10000,1000,957,521,154,4.2e+07,6.8,1993,0,0,14244,56
405,268,135,23,99,4.4e+07,6.5,2010,1,0,1066,117
26000,956,350,165,93,4e+07,6.6,2011,0,16000,27834,252
17000,971,839,97,109,4.2e+07,7.2,2012,2,39000,19968,375
8000,437,427,50,124,4.2e+07,7,1999,1,11000,9255,150
579,530,206,91,84,4.5e+07,7,2000,0,0,1817,187
22000,923,650,29,90,4.2e+07,5.9,2004,1,0,24534,108
723,558,547,71,117,4e+07,5.4,1992,1,0,3841,21
975,815,749,176,123,4.3e+07,6.6,2013,7,24000,4825,270
940,726,595,311,251,31115000,7,1963,2,0,2957,72
4000,828,491,153,105,4.2e+07,6.5,2012,2,17000,6727,154
11000,3000,505,73,115,4.2e+07,6.3,2002,1,893,15571,114
12000,592,292,0,122,4.2e+07,6.5,1996,0,0,13716,27
650,537,395,89,119,3.2e+07,6.5,2002,0,0,1651,166
468,442,412,119,81,4.2e+07,5.8,2009,1,0,2134,288
683,349,275,46,133,3.2e+07,6.6,1989,0,0,2371,117
10000,2000,913,308,100,4.2e+07,5.4,2011,2,20000,15369,291
22000,9000,808,17,120,4.2e+07,6.1,2001,1,748,33585,151
5000,922,687,5,104,4.2e+07,4,1993,0,0,7723,36
12000,43,16,487,122,5e+07,7.6,2005,2,10000,12076,168
5000,643,576,611,80,3.1e+07,7.9,2002,4,0,6229,283
922,786,497,30,91,4e+07,5.3,2012,1,19000,3301,127
11000,392,365,133,112,4.4e+07,6.6,2014,4,50000,12239,293
624,489,433,19,100,4.5e+07,6.3,2010,1,0,2056,95
1000,172,52,0,105,2.7e+07,7.2,2009,4,0,1342,213
1000,418,196,161,110,4.1e+07,7,2002,0,0,1954,119
13000,3000,996,241,144,6.5e+07,6.9,2001,1,0,18761,167
687,312,96,4,108,4.1e+07,5.2,2003,1,505,1134,98
13000,3000,766,0,107,4e+07,8.1,1999,0,14000,17540,234
107,81,54,20,102,4.2e+07,6.6,2012,6,11000,362,258
734,574,296,64,100,4.1e+07,6.2,2011,0,11000,2085,108
668,641,225,80,126,8e+06,7.2,1984,0,0,2004,81
34000,23000,14000,737,138,4e+07,7.3,2013,5,63000,83012,538
16000,896,723,98,108,4e+07,6.7,2009,1,10000,18656,224
984,489,298,78,105,7e+07,6.4,1999,0,0,2129,129
1000,869,690,0,108,4e+07,7.8,1989,0,12000,3660,125
19000,11000,903,0,89,4e+07,6.4,2014,0,83000,32325,433
1000,935,716,456,129,4e+07,4.1,2015,0,101000,4585,362
13000,4000,2000,0,84,3.8e+07,4.1,2003,3,681,22935,93
18000,11000,1000,541,149,4e+07,7.4,1996,3,0,31349,71
3000,2000,597,189,94,4e+07,5.8,2003,15,0,7014,104
480,449,127,532,121,4e+07,7.6,2013,0,58000,1261,319
15000,923,251,545,128,4e+07,7.2,1992,3,0,16751,41
1000,575,336,0,134,4e+07,7.8,2016,0,40000,2676,300
10000,349,81,21000,120,4e+07,7.7,2010,0,74000,10555,556
97,50,49,42,129,4e+07,6.4,2009,7,12000,318,161
2000,869,807,119,89,4.5e+07,5.1,2006,8,1000,5855,151
287,157,71,0,116,4e+07,5.5,2000,4,0,600,212
1000,869,690,0,118,4e+07,7.4,1990,0,0,3986,111
8000,2000,723,164,107,4e+07,6,2015,2,14000,12556,173
18000,12000,10000,0,155,4e+07,7.5,1992,0,14000,42220,181
11000,935,923,0,123,4e+07,7,2009,2,13000,13321,252
11000,3000,898,241,128,4e+07,7.5,2013,0,28000,16911,216
22000,13000,1000,333,139,4e+07,7.3,1999,1,0,36810,203
13000,899,839,101,109,3.5e+07,5.7,2014,1,55000,16179,218
23000,984,249,155,120,4e+07,7.3,2006,1,11000,24300,118
22000,11000,808,278,121,3.5e+07,7.2,2015,2,54000,36010,241
2000,874,655,167,102,4e+07,5.9,2016,0,0,5178,119
855,363,322,0,117,4e+07,7.8,1992,1,0,2144,89
904,876,748,138,178,4e+07,7.7,2004,0,0,5074,209
3000,472,175,436,147,4e+07,8.1,2005,1,13000,3924,374
2000,897,882,38,90,4e+07,6.6,2008,4,0,6775,235
24000,4000,257,29,105,4e+07,7.1,2009,2,0,28928,215
700,655,398,101,114,4e+07,5.9,2001,2,0,2842,109
433,256,4,0,206,4e+07,8,1991,1,0,698,125
17000,826,633,14,99,4e+07,4.6,2006,0,663,19334,65
24000,11000,8000,563,123,3.4e+07,6.1,2001,0,2000,43917,125
769,698,465,11000,137,6.5e+07,7.2,2014,0,35000,2938,322
2000,2000,651,23,102,2e+07,6.4,2009,1,0,7009,191
982,971,119,415,109,4e+07,6,2014,2,16000,2357,191
164000,137000,748,160,82,4e+07,5.2,2009,0,0,303717,221
15000,535,423,14000,142,4e+07,7.6,2015,0,55000,16944,459
578,563,389,212,106,4e+07,6.4,2001,2,0,2544,131
1000,593,418,23,106,5e+07,6.1,2004,2,0,2325,118
4000,835,823,287,108,4e+07,6.1,1998,0,0,8610,100
2000,2000,968,20,98,4e+07,5.2,1997,0,0,7039,70
15000,1000,720,58,131,3.5e+07,7.7,2002,1,0,17152,138
11000,980,638,65,118,4e+07,7.3,2011,1,25000,13943,274
14000,903,767,174,113,3e+07,6.9,2011,3,29000,17152,349
23000,20000,19000,22000,130,4e+07,8.5,2006,1,49000,63986,341
18000,11000,465,51,116,4.2e+07,6.3,2014,7,12000,30571,196
3000,190,91,7,89,4e+07,5.9,2013,2,0,3361,83
708,78,19,0,139,4e+07,7.8,2006,0,14000,848,283
387,244,162,46,130,3e+07,6.7,1987,1,0,1233,105
2000,1000,520,190,107,4e+07,6.4,2010,0,17000,4243,351
954,568,204,425,116,4e+07,5.9,1986,3,263,2179,16
40000,534,501,192,96,4e+07,6.6,2004,1,0,41293,195
18000,426,211,18,99,4e+07,6.8,2006,0,0,18693,175
545,351,280,34,104,4.3e+07,6.5,2005,0,0,1274,193
3000,2000,988,54,105,2.5e+07,6.6,2012,0,11000,9069,169
1000,689,681,10,101,4e+07,5.8,2008,2,3000,4298,128
880,413,235,16000,134,4e+07,6.9,2014,1,16000,2281,249
13000,936,913,0,135,4e+07,7.1,1997,1,0,16762,91
21000,534,416,326,98,4e+07,5.8,2003,1,0,22318,207
12000,11000,11000,14000,155,3.6e+07,7.2,1997,2,0,37570,77
472,47,0,323,106,4e+07,6,1992,2,694,519,25
1000,741,473,25,102,4e+07,4.7,2007,0,0,4324,211
3000,450,287,80,95,4e+07,5.2,1994,1,0,4634,19
24000,1000,586,643,103,4e+07,5.5,2000,2,0,26938,101
176,61,57,99,109,4e+07,7,2011,0,42000,390,342
405,358,78,98,95,4e+07,5.8,2012,1,0,1070,147
2000,741,687,0,111,4e+07,6.2,2011,0,26000,4486,420
12000,638,173,541,123,4e+07,6.5,1999,1,0,12970,138
720,576,552,0,140,3.8e+07,7.2,1991,1,0,3044,82
683,392,214,52,94,4e+07,5.1,2014,2,0,1488,201
374,258,235,0,94,6e+07,4.7,2000,3,390,1238,82
703,682,495,77,92,4e+07,5.9,2011,0,20000,3074,277
711,683,584,6,102,4e+07,5.8,1999,1,445,2913,90
18000,3000,754,75,123,4e+07,7.2,2000,2,16000,23920,157
787,299,223,101,104,3e+07,6.2,2005,1,0,1827,124
1000,613,490,65,102,4e+07,5.7,2008,1,702,3239,146
14000,9000,3000,3000,136,4e+07,6.1,2014,3,24000,28927,303
924,595,510,85,93,2.5e+07,6,1994,0,0,2711,70
15000,467,64,335,129,4e+07,6.9,2011,1,39000,15595,283
293,117,58,50,107,4e+07,6.5,2010,0,0,621,212
1000,1000,441,260,117,4e+07,5,2005,0,0,3969,98
2000,1000,249,18,116,4e+07,5.7,2000,0,470,3753,110
3000,1000,715,0,135,4e+07,7,2005,1,3000,5917,146
3000,941,294,55,107,4e+07,5.1,2000,0,394,4565,100
607,322,210,39,90,4e+07,5.3,1999,2,279,1335,62
10000,368,44,287,99,4e+07,4.4,1996,2,0,10469,70
964,931,327,0,104,4e+07,4.7,2001,0,299,2888,107
20000,19000,19000,56,115,3.5e+07,6.7,2008,3,0,77823,169
18000,9000,903,7,119,4e+07,6.7,2001,1,8000,29484,94
327,253,135,81,99,4e+07,5.7,2007,0,0,960,190
22000,926,354,17000,112,5e+05,7.4,1973,0,0,23737,112
783,754,353,545,128,4e+07,6.1,1994,1,680,3126,12
877,738,674,118,112,4e+07,6.4,2011,0,15000,3432,201
10000,908,795,7,86,4e+07,6.2,1998,0,0,14275,34
22000,11000,616,105,108,6e+07,6.2,2002,1,416,34377,104
978,886,685,34,128,6e+07,5.9,1999,1,0,3821,55
1000,1000,1000,33,84,4e+07,4,2004,0,0,5039,86
14000,940,889,17,111,4e+07,6.2,1996,2,309,17877,50
16000,893,683,719,131,4.5e+07,4.6,1995,0,0,18913,181
4000,887,826,0,123,4e+07,6.4,2006,1,0,7243,260
12000,975,497,58,101,4e+07,5.9,1995,3,555,14008,40
13000,530,351,19,102,4e+07,5.1,2000,1,604,14463,102
6000,382,284,171,114,4.5e+07,7.6,2012,0,54000,7099,371
636,631,572,124,107,5.1e+07,4.2,1987,2,754,3374,49
13000,11000,563,0,87,4e+07,7.8,2009,0,15000,24770,335
11000,944,311,65,103,4e+07,5.8,2002,2,835,12566,86
782,658,402,0,99,4e+07,5.9,1992,2,630,2125,40
326,326,54,0,122,7.7e+07,8.4,2001,0,39000,809,242
976,799,762,29,91,3e+07,4.8,2004,1,849,3974,70
865,826,624,14,103,6e+07,6.2,2004,4,0,3639,135
875,596,171,42,107,4e+07,6.5,2012,3,0,1702,125
2000,642,613,22,106,4e+07,6.3,1999,1,579,4327,54
2000,886,595,37,101,4.2e+07,3.3,2002,1,612,4262,104
14000,4000,835,80,109,4e+07,5.9,2009,3,0,20503,157
11000,1000,287,118,110,4e+07,6,2015,2,11000,12876,159
1000,627,500,0,89,4e+07,5.8,2003,0,0,3096,78
521,372,249,5,119,3.6e+07,4.7,1980,0,328,1883,32
2000,577,485,7,83,2.4e+07,4.1,1999,0,401,4024,75
12000,2000,61,22,108,3.3e+07,6.8,2009,0,10000,14127,219
1000,1000,259,39,102,4e+07,6.2,2001,4,892,2664,83
3000,545,443,18,93,4e+07,4.5,2002,0,158,4123,53
545,248,219,8,84,4e+07,5.8,2001,3,565,1149,61
11000,372,167,0,107,2.6e+07,7.3,2007,0,15000,11623,308
61,46,39,48,91,4e+07,5.9,2012,8,0,222,70
795,754,379,0,94,4e+07,4.4,2008,1,211,2449,41
1000,535,87,180,115,4e+07,5.8,2015,0,0,1686,224
15000,460,173,13,93,4e+07,5.1,2006,3,823,15638,66
884,617,502,154,105,2e+07,6.9,2007,0,0,2288,253
11000,922,472,34,107,2e+07,6.2,1995,1,12000,13821,79
499,3,2,47,101,2.5e+07,6.9,2007,2,0,504,94
1000,970,385,0,111,3e+07,7.3,1994,2,0,2612,77
5000,755,483,31,113,4e+07,7.1,2007,2,0,6267,106
1000,580,533,44,112,2.5e+07,6,2005,0,265,2115,30
11000,557,398,584,126,39200000,7,2013,5,58000,12286,488
1000,559,541,10,90,2.5e+07,6.8,2011,0,0,3243,63
720,581,380,295,98,2.3e+07,7.6,1994,0,15000,2630,118
218,133,72,50,159,18026148,8.4,2015,1,21000,554,44
152,142,100,124,107,3.9e+07,7.1,2009,1,13000,568,214
23000,14000,4000,357,106,3.8e+07,6.7,2001,2,14000,45327,187
940,925,787,13000,87,3.9e+07,7,2012,0,25000,4774,370
2000,505,279,0,119,4e+07,8,2005,0,14000,2853,276
865,534,511,534,110,3.9e+07,5.3,2004,2,177,2972,76
593,542,420,44,125,3.9e+07,4.9,1983,1,0,2329,95
22000,13000,785,88,113,4e+07,6.4,2013,1,12000,36009,211
755,643,478,610,150,553632000,7.4,2008,4,0,2172,160
982,935,559,72,108,3.8e+07,6.1,2002,1,0,4251,97
18000,957,954,126,96,3.8e+07,6.5,2009,2,9000,22436,174
592,516,275,36,93,3.9e+07,5.7,1996,2,478,2176,23
12000,2000,1000,0,100,3.8e+07,5.1,2002,1,478,18291,103
1000,946,906,18,118,3.5e+07,6.6,1994,0,0,6427,98
643,290,7,0,122,38600000,6.5,2013,1,13000,943,273
21000,11000,1000,508,120,3.8e+07,6.9,2011,1,33000,36062,279
76,47,46,0,88,4e+07,6.4,2014,0,0,196,4
18000,584,494,278,146,3.8e+07,7.6,1999,0,0,20516,65
970,919,789,150,115,3.8e+07,5.6,2002,1,0,3770,98
931,754,692,7,123,3.5e+07,6.2,2001,3,989,2912,116
598,557,377,99,94,3e+07,4.4,2015,1,8000,3552,76
308,285,280,43,102,3.8e+07,5.6,2001,0,689,1440,106
854,543,466,11,98,3.8e+07,5.5,2001,1,168,2765,55
40000,903,541,2000,133,3.8e+07,6.7,1999,1,0,42344,172
24000,210,182,150,118,3.8e+07,6.1,1996,0,352,24547,47
628,316,108,65,105,5.7e+07,6.2,2001,0,0,1265,107
940,906,736,304,109,1e+07,7.3,2009,0,12000,3277,323
12000,1000,982,0,129,3.8e+07,6.6,1996,4,911,16237,37
957,163,145,0,109,1.5e+07,8.2,1982,0,23000,1757,297
14000,924,904,123,127,3.8e+07,6.4,2013,0,39000,17551,302
37,12,12,11,118,3.7e+07,6.4,1997,1,389,74,38
1000,569,427,49,110,3.8e+07,5.2,2001,2,474,2120,31
13000,2000,260,27,90,5.5e+07,6.5,2008,0,0,15494,118
378,18,15,0,144,3.2e+07,7.1,2012,31,27000,427,546
4000,476,217,2,97,3.8e+07,4.8,2007,2,366,4900,21
2000,898,534,39,130,4e+07,7.3,2008,0,0,5162,86
17000,1000,724,5,112,3.8e+07,5.2,2016,0,14000,19974,194
13000,597,531,0,133,3.5e+07,7.7,2015,1,70000,15106,437
10000,4000,206,0,150,3.7e+07,7.6,2010,7,29000,14296,378
10000,2000,651,52,110,4e+07,5.7,2012,12,14000,13396,170
24000,11000,681,1000,96,3.7e+07,7,2008,0,0,36093,341
18000,82,35,3,96,3.7e+07,6,2008,3,0,18178,139
26000,10000,471,2000,123,3.8e+07,8.1,2013,0,83000,37206,393
786,625,272,0,188,3.7e+07,8,1999,1,13000,1906,224
13000,642,574,0,107,3.7e+07,5.6,2010,2,0,14483,203
2000,756,591,11,110,3.8e+07,6.1,2016,4,15000,4882,148
11000,680,631,188,113,3.7e+07,6.9,2011,5,0,14209,131
17000,12000,10000,308,122,3.7e+07,5.2,2008,1,19000,44060,350
18000,669,644,415,116,3.6e+07,7,2002,1,0,20970,129
789,744,405,10,93,6.5e+07,6.3,1999,1,0,2986,40
740,707,651,43,118,3.7e+07,7,2013,4,35000,3425,289
463,35,30,35,115,29500000,5.3,2009,0,240,599,14
551,284,263,84,93,3.6e+07,6.9,1997,0,0,1874,72
180,172,133,883,121,3.6e+07,6.2,1983,3,0,762,89
496,390,318,38,101,3.6e+07,6.4,2010,8,12000,1272,265
11000,641,631,188,107,3.6e+07,6.4,2014,0,0,13904,54
9000,1000,475,287,124,3.4e+07,5.7,2000,0,852,10838,126
14000,919,582,473,109,3.6e+07,6.1,2003,0,0,16611,110
15000,14000,13000,488,105,3.7e+07,5.4,2015,1,11000,44037,138
2000,912,723,0,130,3.6e+07,6.7,1996,0,591,3968,31
746,602,577,96,127,3.6e+07,6.8,1999,1,846,2393,95
12000,3000,2000,101,114,3.7e+07,6,2011,1,23000,19904,267
685,485,263,487,106,3.6e+07,7.8,1997,2,17000,1942,175
944,886,450,31,95,3.6e+07,5.3,2000,0,133,2928,63
541,521,387,16,81,3.7e+07,4.5,2008,0,279,2268,85
1000,812,642,0,95,35200000,5.4,2003,1,638,4537,44
14000,839,706,480,108,3.5e+07,7.8,2009,3,24000,17623,334
461,79,51,25,105,3.6e+07,7.2,2015,0,12000,615,78
45000,645,481,116,95,3.3e+07,6.6,1999,1,0,47203,199
920,549,488,13000,126,3.5e+07,7.6,1989,0,12000,2725,186
877,794,785,596,102,3.6e+07,5.9,2011,0,2000,3497,77
808,277,94,503,121,3.5e+07,6.7,1992,2,0,1446,68
768,734,624,102,129,2.9e+07,7.7,2009,0,38000,3389,261
2000,843,640,0,88,3.5e+07,5.4,2001,0,0,4499,122
18000,464,64,91,106,3.5e+07,6.9,2011,5,31000,18669,340
13000,12000,538,1000,110,3.8e+07,7.7,2010,0,36000,25964,493
11000,11000,505,64,109,3.5e+07,6.8,2006,0,0,23923,208
12000,664,643,338,143,3.5e+07,6.4,1979,2,0,16007,134
4000,904,680,91,120,3.5e+07,5.7,2013,2,17000,5826,275
22000,1000,387,17000,128,3.5e+07,7.3,1991,0,0,24006,120
18000,5000,1000,126,123,3.5e+07,6.8,2008,2,0,25661,144
492,392,213,0,129,3.5e+07,6.3,2015,1,25000,1450,332
1000,358,278,8,105,3.5e+07,5.9,2005,2,919,2689,104
14000,1000,362,333,162,2.7e+07,7.4,1996,0,0,15912,116
18000,398,210,161,138,3.5e+07,8.3,1997,2,11000,19129,177
947,742,591,31,100,3.5e+07,6.2,2005,3,0,2968,127
19000,957,945,0,90,3.5e+07,6.3,1997,0,0,23504,83
900,759,25,79,108,3.5e+07,5.8,1995,0,0,1715,97
40000,852,574,0,101,1800000,7.5,1984,1,10000,42918,256
812,551,311,763,109,3.3e+07,6.3,2000,1,0,2474,225
29000,130,80,130,132,3.5e+07,6.4,1998,1,0,29265,83
826,638,426,130,123,3.5e+07,7.2,2010,0,0,2259,160
11000,4000,691,14,87,3.4e+07,6.3,2007,0,0,16571,191
1000,762,568,19,109,3.5e+07,6.9,2003,1,0,4231,74
15000,3000,923,87,109,3.5e+07,6.6,2011,2,41000,20956,238
17000,329,190,89,92,3.5e+07,6,2016,0,0,17860,177
15000,2000,825,102,125,3.5e+07,7.5,2013,2,39000,19809,405
18000,848,318,0,202,3.3e+07,7.7,1992,0,0,20143,61
529,130,120,0,134,3.5e+07,6.2,2012,2,18000,1050,285
49000,1000,931,12,88,3.5e+07,5.4,2009,2,0,53370,124
978,593,227,148,92,3.5e+07,6.6,2009,1,0,2184,164
49000,838,766,42,91,3.5e+07,5.3,2007,3,913,52566,120
11000,970,553,221,75,3.3e+07,5.6,2006,2,0,13125,90
944,940,664,30,98,3e+07,5.9,2005,2,0,4879,120
40000,14000,646,179,147,3.5e+07,7.8,1997,2,0,56014,117
14000,2000,766,545,100,3.3e+07,6.7,2002,0,0,17902,226
887,770,723,365,120,10700000,7.4,1982,0,11000,3876,223
24000,15000,939,1000,104,3.5e+07,6.2,2004,1,0,41701,193
15000,552,248,212,103,3.5e+07,5.4,2008,1,0,16249,228
20000,10000,3000,487,109,4e+07,6.7,2011,2,52000,34011,360
1000,700,584,16,104,3.5e+07,5.3,2010,0,0,3356,148
969,826,196,42,112,3.5e+07,5.9,2011,4,13000,2371,128
1000,691,447,19,95,5e+07,4.8,2001,1,0,2643,46
2000,1000,690,133,102,3.5e+07,3.8,1994,1,0,5443,63
396,338,95,2000,150,3.5e+07,8.5,2002,0,21000,1075,193
40000,1000,140,117,122,3.5e+07,6.8,2001,1,0,41636,208
446,224,206,308,101,3e+07,6.8,2006,0,0,966,122
730,716,324,174,108,3e+07,5.3,2005,0,0,2178,228
20000,8000,23,0,98,2.7e+07,7.3,2004,2,12000,28027,212
29000,6000,363,16000,137,3.5e+07,6.6,2011,0,16000,36258,392
1000,915,844,192,112,3.5e+07,6.2,2008,0,5000,3185,208
775,541,531,48,101,3.5e+07,5.2,2002,2,0,3001,137
2000,683,636,81,103,3.5e+07,6.2,1990,0,0,4722,119
2000,648,398,40,101,3.5e+07,6.2,2008,1,0,3612,195
3000,874,480,37,112,3.5e+07,6.6,1999,0,0,5709,95
591,488,455,24,111,2e+07,6.4,1980,1,12000,2603,100
939,854,769,0,102,3.5e+07,6.2,2004,5,0,3592,164
907,445,374,357,101,3.5e+07,5.1,2012,0,11000,2471,211
18000,461,229,16000,155,3e+07,6.6,1997,2,0,19689,91
22000,1000,558,8,93,1.9e+07,6.1,2015,1,0,24154,44
287,175,167,24,109,3.5e+07,6.1,2010,5,0,855,97
436,263,210,0,140,3.5e+07,6.6,1992,2,949,1394,32
826,716,296,251,108,3e+07,5.9,2008,0,0,2351,270
11000,1000,973,13,96,3.5e+07,6.3,2004,1,0,17292,89
10000,979,745,15,123,3.5e+07,7.1,2015,0,23000,13371,219
327,73,63,309,106,3.5e+07,5,2011,1,13000,561,180
1000,766,72,2,76,3.5e+07,5.6,2005,0,538,1908,93
21000,826,549,161,107,5.5e+07,7.4,2000,5,0,22974,173
1000,642,418,82,82,3.5e+07,4.5,2008,6,0,3266,121
1000,412,344,90,109,3.5e+07,6.2,2013,3,0,2073,298
1000,573,520,0,99,3.5e+07,5,2005,0,0,2535,158
23000,1000,346,192,91,3.5e+07,6.5,2012,0,20000,24669,248
472,328,253,98,87,3.5e+07,5.1,2015,2,0,1679,155
3000,61,39,159,125,3.5e+07,6.5,2002,2,0,3142,105
26000,968,458,138,118,3.5e+07,6.2,2013,0,17000,28479,224
4000,4000,663,12,98,3.1e+07,6.3,2004,1,0,9330,129
3000,1000,734,16,92,3.5e+07,3.8,2010,1,0,6327,101
465,351,174,0,93,3e+07,5.2,2012,1,0,1361,145
14000,192,136,170,116,2.7e+07,6,1983,1,0,14744,57
11000,10000,10000,0,92,3.5e+07,6.2,2007,3,0,32875,227
605,367,150,468,115,3.5e+07,5.7,1991,3,452,1290,13
553,214,134,52,120,3.5e+07,6.7,2007,1,0,1082,171
18000,826,505,529,111,3.5e+07,6.8,2001,3,0,19805,119
694,605,141,10,94,3.5e+07,6,2001,2,433,1668,44
2000,1000,919,212,100,3.5e+07,7.3,2009,1,0,5890,188
1000,603,230,57,101,3.5e+07,5.5,2009,1,0,1947,166
11000,1000,687,0,139,3.2e+07,6.7,2011,0,39000,13021,584
635,316,105,85,91,3.5e+07,4.8,1998,0,471,1352,67
1000,206,120,453,109,3.5e+07,5.7,2014,3,10000,1458,233
13000,891,127,241,102,3.8e+07,5.1,2003,1,704,14165,112
3000,967,766,189,103,3.5e+07,6,2008,1,0,6563,151
2000,826,690,12,83,3.5e+07,4.2,2006,5,494,5022,63
23000,22,6,0,123,3.5e+07,7.4,2015,0,24000,23031,335
690,457,448,31,101,3.5e+07,4.6,1997,0,0,1993,24
883,883,567,0,117,3.5e+07,6.9,2006,1,9000,3611,147
2000,864,697,503,114,3.5e+07,6.9,1992,3,892,4334,10
848,674,672,138,330,3.5e+07,8,1993,2,6000,3227,12
